"assay_name","samp_name","technical_rep_id","pcr_plate_id","well_id","detected_notDetected","estimatedNumberOfCopies","estimatedNumberOfCopies_unit","estimatedNumberOfCopies_method","estimatedNumberOfCopies_error","estimatedNumberOfCopies_error_type","quantificationCycle","rfu","positivePartitions","acceptedPartitions","partitionVolumeMicroliters","concentrationInReaction","concentrationInReaction_unit","volumeFilteredLiters","dilutionFactor","dataset"
"Tt_longFrag","52345-535",2,"dPB133","B08","detected",40.5255925645825,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",4,21045,0.00085,0.222276735,"copies/uL",3.016666667,1,"field survey"
"Tt_longFrag","52345-535",3,"dPB133","B12","detected",21.0739682794392,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",2,20191,0.00085,0.115587523,"copies/uL",3.016666667,1,"field survey"
"Tt_longFrag","52345-536",1,"dPB134","A03","detected",85.3902541231608,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",9,22559,0.00085,0.468352606,"copies/uL",3.016666667,1,"field survey"
"Tt_longFrag","52345-536",2,"dPB134","A07","detected",79.3145820078101,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",8,21573,0.00085,0.435028465,"copies/uL",3.016666667,1,"field survey"
"Tt_longFrag","52345-536",3,"dPB134","A11","detected",91.1845190120232,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",9,21128,0.00085,0.500133271,"copies/uL",3.016666667,1,"field survey"
"Tt_longFrag","52345-537",1,"dPB133","A02","notDetected",0,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",0,19342,0.00085,0,"copies/uL",3.007333333,1,"field survey"
"Tt_longFrag","52345-537",2,"dPB133","A06","detected",9.66295963308194,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",1,22258,0.00085,0.052835892,"copies/uL",3.007333333,1,"field survey"
"Tt_longFrag","52345-537",3,"dPB133","A10","notDetected",0,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",0,22807,0.00085,0,"copies/uL",3.007333333,1,"field survey"
"Tt_longFrag","52345-538",1,"dPB134","A01","notDetected",0,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",0,18665,0.00085,0,"copies/uL",3.007333333,1,"field survey"
"Tt_longFrag","52345-538",2,"dPB134","A05","notDetected",0,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",0,19782,0.00085,0,"copies/uL",3.007333333,1,"field survey"
"Tt_longFrag","52345-538",3,"dPB134","A09","notDetected",0,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",0,21547,0.00085,0,"copies/uL",3.007333333,1,"field survey"
