Extraction,Number,PCR_rep,Timepoint,Timepoint_name,Carboy,Time_sampled,Hours_base,Days_base,Component,Filter,Marker,Filt_mL,Control,Reaction,Dilution,ddPCR_copies_ul_well,Positive_droplets,Negative_droplets,copies_ul_extract,copies_mL
52345-789,789,1,9,190h,2,18:25,192.1,8,DNA,5,Dloop,1700,FALSE,Duplex,1,0.05465728,1,21524,0.60123008,0.017683238
52345-789,789,2,9,190h,2,18:25,192.1,8,DNA,5,Cytb,1700,FALSE,Monoplex,1,0.054797299,1,21469,0.602770289,0.017728538
52345-789,789,2,9,190h,2,18:25,192.1,8,Carryover,5,Cytb,1700,FALSE,Monoplex,1,0.057300758,1,20531,0.630308338,0.018538481
52345-789,789,1,9,190h,2,18:25,192.1,8,DNA,5,16S,1700,FALSE,Monoplex,1,0.059308376,1,19836,0.652392136,0.019188004
52345-789,789,1,9,190h,2,18:25,192.1,8,Carryover,5,Cytb,1700,FALSE,Monoplex,1,0.110053375,2,21379,1.210587125,0.035605504
52345-790,790,2,9,190h,3,18:46,192.5,8.02,Carryover,5,Cytb,2000,FALSE,Monoplex,1,0,0,20950,0,0
52345-790,790,1,9,190h,3,18:46,192.5,8.02,DNA,5,Bridge,2000,FALSE,Duplex,1,0,0,23941,0,0
52345-790,790,2,9,190h,3,18:46,192.5,8.02,DNA,5,Bridge,2000,FALSE,Duplex,1,0,0,20713,0,0
52345-790,790,3,9,190h,3,18:46,192.5,8.02,DNA,5,Bridge,2000,FALSE,Duplex,1,0,0,22746,0,0
52345-790,790,1,9,190h,3,18:46,192.5,8.02,DNA,5,16S,2000,FALSE,Monoplex,1,0,0,21609,0,0
52345-790,790,2,9,190h,3,18:46,192.5,8.02,DNA,5,16S,2000,FALSE,Monoplex,1,0,0,20778,0,0
52345-790,790,3,9,190h,3,18:46,192.5,8.02,DNA,5,16S,2000,FALSE,Duplex,1,0,0,23941,0,0
52345-790,790,4,9,190h,3,18:46,192.5,8.02,DNA,5,16S,2000,FALSE,Duplex,1,0,0,20713,0,0
52345-790,790,5,9,190h,3,18:46,192.5,8.02,DNA,5,16S,2000,FALSE,Duplex,1,0,0,22746,0,0
52345-790,790,1,9,190h,3,18:46,192.5,8.02,DNA,5,Cytb,2000,FALSE,Monoplex,1,0,0,21516,0,0
52345-790,790,1,9,190h,3,18:46,192.5,8.02,DNA,5,Dloop,2000,FALSE,Duplex,1,0,0,23941,0,0
52345-790,790,2,9,190h,3,18:46,192.5,8.02,DNA,5,Dloop,2000,FALSE,Duplex,1,0,0,20713,0,0
52345-790,790,3,9,190h,3,18:46,192.5,8.02,DNA,5,Dloop,2000,FALSE,Duplex,1,0,0,22746,0,0
52345-790,790,1,9,190h,3,18:46,192.5,8.02,RNA,5,16S,2000,FALSE,Monoplex,0.1,0,0,21649,0,0
52345-790,790,2,9,190h,3,18:46,192.5,8.02,RNA,5,16S,2000,FALSE,Monoplex,0.1,0,0,21655,0,0
52345-790,790,1,9,190h,3,18:46,192.5,8.02,Carryover,5,Cytb,2000,FALSE,Monoplex,1,0.057415415,1,20490,0.631569565,0.015789239
52345-790,790,2,9,190h,3,18:46,192.5,8.02,DNA,5,Cytb,2000,FALSE,Monoplex,1,0.058418974,1,20138,0.642608714,0.016065218
52345-778,778,1,0,At_base,,,,,Carryover,0.45,Cytb,1000,TRUE,Monoplex,1,0,0,20289,0,0
52345-778,778,2,0,At_base,,,,,Carryover,0.45,Cytb,1000,TRUE,Monoplex,1,0,0,20663,0,0
52345-792,792,1,1,0h,,,,,Carryover,0.45,Cytb,1000,TRUE,Monoplex,1,0,0,20988,0,0
52345-792,792,2,1,0h,,,,,Carryover,0.45,Cytb,1000,TRUE,Monoplex,1,0,0,21535,0,0
52345-778,778,1,0,At_base,,,,,DNA,0.45,Bridge,1000,TRUE,Duplex,1,0,0,22523,0,0
52345-778,778,2,0,At_base,,,,,DNA,0.45,Bridge,1000,TRUE,Duplex,1,0,0,22618,0,0
52345-778,778,3,0,At_base,,,,,DNA,0.45,Bridge,1000,TRUE,Duplex,1,0,0,19981,0,0
52345-792,792,1,1,0h,,,,,DNA,0.45,Bridge,1000,TRUE,Duplex,1,0,0,21946,0,0
52345-792,792,2,1,0h,,,,,DNA,0.45,Bridge,1000,TRUE,Duplex,1,0,0,22836,0,0
52345-792,792,3,1,0h,,,,,DNA,0.45,Bridge,1000,TRUE,Duplex,1,0,0,22365,0,0
52345-778,778,1,0,At_base,,,,,DNA,0.45,16S,1000,TRUE,Monoplex,1,0,0,21455,0,0
52345-778,778,2,0,At_base,,,,,DNA,0.45,16S,1000,TRUE,Monoplex,1,0,0,22855,0,0
52345-778,778,3,0,At_base,,,,,DNA,0.45,16S,1000,TRUE,Duplex,1,0,0,22523,0,0
52345-778,778,4,0,At_base,,,,,DNA,0.45,16S,1000,TRUE,Duplex,1,0,0,22618,0,0
52345-778,778,5,0,At_base,,,,,DNA,0.45,16S,1000,TRUE,Duplex,1,0,0,19981,0,0
52345-792,792,1,1,0h,,,,,DNA,0.45,16S,1000,TRUE,Monoplex,1,0,0,21031,0,0
52345-792,792,2,1,0h,,,,,DNA,0.45,16S,1000,TRUE,Monoplex,1,0,0,20701,0,0
52345-792,792,3,1,0h,,,,,DNA,0.45,16S,1000,TRUE,Duplex,1,0,0,21946,0,0
52345-792,792,4,1,0h,,,,,DNA,0.45,16S,1000,TRUE,Duplex,1,0,0,22836,0,0
52345-792,792,5,1,0h,,,,,DNA,0.45,16S,1000,TRUE,Duplex,1,0,0,22365,0,0
52345-778,778,1,0,At_base,,,,,DNA,0.45,Cytb,1000,TRUE,Monoplex,1,0,0,20404,0,0
52345-778,778,2,0,At_base,,,,,DNA,0.45,Cytb,1000,TRUE,Monoplex,1,0,0,21315,0,0
52345-792,792,1,1,0h,,,,,DNA,0.45,Cytb,1000,TRUE,Monoplex,1,0,0,20897,0,0
52345-792,792,2,1,0h,,,,,DNA,0.45,Cytb,1000,TRUE,Monoplex,1,0,0,20538,0,0
52345-778,778,1,0,At_base,,,,,DNA,0.45,Dloop,1000,TRUE,Duplex,1,0,0,22523,0,0
52345-778,778,2,0,At_base,,,,,DNA,0.45,Dloop,1000,TRUE,Duplex,1,0,0,22618,0,0
52345-778,778,3,0,At_base,,,,,DNA,0.45,Dloop,1000,TRUE,Duplex,1,0,0,19981,0,0
52345-792,792,1,1,0h,,,,,DNA,0.45,Dloop,1000,TRUE,Duplex,1,0,0,21946,0,0
52345-792,792,2,1,0h,,,,,DNA,0.45,Dloop,1000,TRUE,Duplex,1,0,0,22836,0,0
52345-792,792,3,1,0h,,,,,DNA,0.45,Dloop,1000,TRUE,Duplex,1,0,0,22365,0,0
52345-778,778,2,0,At_base,,,,,RNA,0.45,16S,1000,TRUE,Monoplex,0.1,0,0,22614,0,0
52345-792,792,1,1,0h,,,,,RNA,0.45,16S,1000,TRUE,Monoplex,0.1,0,0,21649,0,0
52345-792,792,2,1,0h,,,,,RNA,0.45,16S,1000,TRUE,Monoplex,0.1,0,0,19981,0,0
52345-765,765,1,,,,,,,Carryover,,Cytb,,TRUE,Monoplex,1,0,0,20845,0,
52345-765,765,2,,,,,,,Carryover,,Cytb,,TRUE,Monoplex,1,0,0,21760,0,
52345-779,779,1,,,,,,,Carryover,,Cytb,,TRUE,Monoplex,1,0,0,21363,0,
52345-779,779,2,,,,,,,Carryover,,Cytb,,TRUE,Monoplex,1,0,0,21205,0,
52345-793,793,1,,,,,,,Carryover,,Cytb,,TRUE,Monoplex,1,0,0,21120,0,
52345-793,793,2,,,,,,,Carryover,,Cytb,,TRUE,Monoplex,1,0,0,21292,0,
52345-765,765,1,,,,,,,DNA,,Bridge,,TRUE,Duplex,1,0,0,21867,0,
52345-765,765,2,,,,,,,DNA,,Bridge,,TRUE,Duplex,1,0,0,22325,0,
52345-765,765,1,,,,,,,DNA,,16S,,TRUE,Monoplex,1,0,0,21824,0,
52345-765,765,2,,,,,,,DNA,,16S,,TRUE,Monoplex,1,0,0,22257,0,
52345-765,765,3,,,,,,,DNA,,16S,,TRUE,Duplex,1,0,0,21867,0,
52345-765,765,4,,,,,,,DNA,,16S,,TRUE,Duplex,1,0,0,22325,0,
52345-765,765,5,,,,,,,DNA,,16S,,TRUE,Duplex,1,0,0,21587,0,
52345-765,765,1,,,,,,,DNA,,Cytb,,TRUE,Monoplex,1,0,0,19933,0,
52345-765,765,2,,,,,,,DNA,,Cytb,,TRUE,Monoplex,1,0,0,20419,0,
52345-765,765,1,,,,,,,DNA,,Dloop,,TRUE,Duplex,1,0,0,21867,0,
52345-765,765,2,,,,,,,DNA,,Dloop,,TRUE,Duplex,1,0,0,22325,0,
52345-779,779,1,,,,,,,DNA,,Bridge,,TRUE,Duplex,1,0,0,22742,0,
52345-779,779,2,,,,,,,DNA,,Bridge,,TRUE,Duplex,1,0,0,22617,0,
52345-779,779,3,,,,,,,DNA,,Bridge,,TRUE,Duplex,1,0,0,20388,0,
52345-779,779,1,,,,,,,DNA,,16S,,TRUE,Monoplex,1,0,0,22423,0,
52345-779,779,2,,,,,,,DNA,,16S,,TRUE,Monoplex,1,0,0,22142,0,
52345-779,779,3,,,,,,,DNA,,16S,,TRUE,Duplex,1,0,0,22742,0,
52345-779,779,4,,,,,,,DNA,,16S,,TRUE,Duplex,1,0,0,22617,0,
52345-793,793,3,,,,,,,DNA,,16S,,TRUE,Duplex,1,0,0,20547,0,
52345-793,793,4,,,,,,,DNA,,16S,,TRUE,Duplex,1,0,0,20198,0,
52345-779,779,1,,,,,,,DNA,,Cytb,,TRUE,Monoplex,1,0,0,20995,0,
52345-779,779,2,,,,,,,DNA,,Cytb,,TRUE,Monoplex,1,0,0,21705,0,
52345-793,793,2,,,,,,,DNA,,Cytb,,TRUE,Monoplex,1,0,0,19696,0,
52345-779,779,1,,,,,,,DNA,,Dloop,,TRUE,Duplex,1,0,0,22742,0,
52345-779,779,2,,,,,,,DNA,,Dloop,,TRUE,Duplex,1,0,0,22617,0,
52345-793,793,2,,,,,,,DNA,,Dloop,,TRUE,Duplex,1,0,0,20547,0,
52345-793,793,3,,,,,,,DNA,,Dloop,,TRUE,Duplex,1,0,0,22312,0,
52345-793,793,1,,,,,,,DNA,,,,TRUE,Duplex,1,0,0,20198,0,
52345-793,793,1,,,,,,,,,Bridge,,TRUE,Duplex,1,0,0,20547,0,
52345-793,793,2,,,,,,,,,Bridge,,TRUE,Duplex,1,0,0,20198,0,
52345-793,793,1,,,,,,,,,Cytb,,TRUE,Monoplex,1,0,0,19793,0,
52345-765,765,3,,,,,,,DNA,,Bridge,,TRUE,Duplex,1,0,0,21587,0,
52345-793,793,3,,,,,,,DNA,,Bridge,,TRUE,Duplex,1,0,0,22312,0,
52345-779,779,5,,,,,,,DNA,,16S,,TRUE,Duplex,1,0,0,20388,0,
52345-793,793,5,,,,,,,DNA,,16S,,TRUE,Duplex,1,0,0,22312,0,
52345-765,765,3,,,,,,,DNA,,Dloop,,TRUE,Duplex,1,0,0,21587,0,
52345-779,779,3,,,,,,,DNA,,Dloop,,TRUE,Duplex,1,0,0,20388,0,
52345-778,778,1,0,At_base,,,,,RNA,0.45,16S,1000,TRUE,Monoplex,0.1,0.052821667,1,22272,5.81038337,0.290519169
